"product","user","value"
"Lentilky",1423,0
"Donuts ",1423,4
"Lion",1423,2
"KitKat",1423,4
"Fisherman's Friend",1423,5
"Snickers",1423,3
"Leibniz Biscuits",1423,3
"Jelly (kisiel)",1423,3
"Toblerone white",1423,5
"Mars",1423,3
"Werther's Original",1423,3
"Ferrero rocher",1423,3
"Maltesers",1423,3
"Mamba",1423,3
"Magnum Almond",1423,5
"Milka White",1423,2
"Mon cheri",1423,0
"Fisherman's Friend",1181,4
"Merci",1423,4
"Knoppers",1423,3
"Bounty",1181,5
"Toffifee",1181,4
"Milka Hazelnuts",1423,3
"Knoppers",1181,0
"Kopiko",1181,4
"Creme puffs (ptysie)",1423,3
"Wisełka",1181,0
"Prince Polo",1423,3
"Kinder bueno white",1181,3
"Milky Way",1423,3
"Cornetto",1181,4
"Manhattan Ice Cream",1423,0
"Kinder bueno",1423,3
"Jelly (kisiel)",1181,4
"Werther's Original",1181,4
"Nonnette (pierniczki)",1423,3
"Kinder surprise",1181,5
"Ptasie mleczko",1423,3
"Nimm2",1423,4
"Mon cheri",1181,5
"Milky Way",1181,3
"Donuts ",1181,4
"Milka White",1181,4
"Chupa chups",1181,4
"Mars",1181,3
"Kinder bueno",1181,3
"Lentilky",1181,5
"Magnum Almond",1181,0
"Snickers",1181,2
"Halls",1181,3
"Toblerone white",1181,4
"Mentos Mint",1181,4
"Maltesers",1181,4
"Milka Hazelnuts",1181,4
"Ferrero rocher",1181,5
"Lion",1181,4
"Ptasie mleczko",1181,5
"Leibniz Biscuits",1181,4
"Twix",1181,3
"Nimm2",1181,2
"Haribo",1181,5
"Nutella",1181,4
"Mamba",1181,5
"Kaszka manna",1181,0
"Creme puffs (ptysie)",1181,5
"KitKat",1181,4
"Raffaello",1181,5
"Merci",1181,5
"Nonnette (pierniczki)",1181,5
"M&m's",1181,4
"Manhattan Ice Cream",1181,0
"Prince Polo",1181,5
"Milka Lila Stars Raisins",1181,0
"Skittles",1181,4
"After Eight ",1181,4
"Mars",494,2
"Lentilky",1139,2
"Prince Polo",1139,5
"Ptasie mleczko",1139,5
"Kinder bueno white",1139,4
"Leibniz Biscuits",1139,2
"Fisherman's Friend",1139,0
"Ferrero rocher",1139,4
"Nutella",1139,5
"Milky Way",1139,3
"Wisełka",1139,0
"Milka Hazelnuts",1139,2
"Jelly (kisiel)",1139,3
"Milka White",1139,1
"Nimm2",1139,3
"After Eight ",1139,1
"Mamba",1139,2
"Werther's Original",1139,2
"Kaszka manna",1139,0
"Toffifee",1139,5
"Mars",1139,2
"Lion",1139,1
"Creme puffs (ptysie)",1139,5
"Chupa chups",1139,1
"Twix",1139,3
"Bounty",1139,1
"Milka Lila Stars Raisins",1139,2
"Kinder surprise",1139,4
"Knoppers",1139,4
"Magnum Almond",1139,4
"Mon cheri",1139,1
"KitKat",1139,2
"Mentos Mint",1139,2
"Raffaello",1139,4
"M&m's",1139,5
"Toblerone white",1139,0
"Halls",1139,2
"Cornetto",1139,3
"Haribo",1139,3
"Skittles",1139,2
"Manhattan Ice Cream",1139,2
"Kinder bueno",1139,5
"Merci",1139,3
"Maltesers",1139,5
"Snickers",1139,4
"Kopiko",1139,3
"Donuts ",1139,4
"Nonnette (pierniczki)",1139,3
"Halls",1379,4
"Kinder bueno",1379,5
"Prince Polo",1379,5
"Skittles",1379,5
"Nimm2",1379,3
"Ferrero rocher",1379,5
"Nonnette (pierniczki)",1379,1
"Wisełka",1379,2
"KitKat",1379,5
"Donuts ",1379,5
"Milka Hazelnuts",1379,5
"Fisherman's Friend",1379,3
"Creme puffs (ptysie)",1379,4
"After Eight ",1379,3
"Mars",1379,5
"Toblerone white",1379,2
"Magnum Almond",1379,5
"Milka Lila Stars Raisins",1379,5
"Lion",1379,5
"Werther's Original",1379,5
"Kopiko",1379,4
"Kinder surprise",1379,5
"Knoppers",1379,5
"Jelly (kisiel)",1379,5
"Haribo",1379,5
"Snickers",1379,5
"Manhattan Ice Cream",1379,5
"Milka White",1379,5
"M&m's",1379,5
"Merci",1379,5
"Nutella",1379,5
"Maltesers",1379,5
"Twix",1379,5
"Toffifee",1379,5
"Cornetto",1379,5
"Kaszka manna",1379,5
"Mentos Mint",1379,3
"Milky Way",1379,5
"Chupa chups",1379,5
"Lentilky",1379,5
"Mon cheri",1379,2
"Ptasie mleczko",1379,5
"Raffaello",1379,5
"Leibniz Biscuits",1379,5
"Mamba",1379,5
"Kinder bueno white",1379,5
"Bounty",1379,5
"Jelly (kisiel)",1380,2
"Twix",1380,3
"Cornetto",1380,3
"Milka Lila Stars Raisins",1380,1
"Milky Way",1380,1
"Wisełka",1380,1
"Maltesers",1380,4
"Nutella",1380,5
"Bounty",1380,2
"Kinder bueno white",1380,3
"Mon cheri",1380,1
"Ptasie mleczko",1380,2
"Kinder bueno",1380,4
"Ferrero rocher",1380,3
"Toffifee",1380,3
"Donuts ",1380,4
"Halls",1380,3
"Nonnette (pierniczki)",1380,3
"Mars",1380,1
"Merci",1380,2
"Nimm2",1380,4
"Knoppers",1380,4
"Leibniz Biscuits",1380,4
"Creme puffs (ptysie)",1380,3
"KitKat",1380,3
"Chupa chups",1380,5
"Raffaello",1380,5
"Kinder surprise",1380,4
"M&m's",1380,5
"Milka Hazelnuts",1380,5
"Fisherman's Friend",1380,0
"Kaszka manna",1380,2
"Toblerone white",1380,4
"Kopiko",1380,1
"Lion",1380,2
"Skittles",1380,2
"Magnum Almond",1380,4
"Mentos Mint",1380,4
"Prince Polo",1380,2
"Haribo",1380,4
"Manhattan Ice Cream",1380,2
"Mamba",1380,2
"Lentilky",1380,2
"Werther's Original",1380,2
"After Eight ",1380,3
"Snickers",1380,5
"Milka White",1380,5
"Wisełka",577,0
"Maltesers",577,5
"Toffifee",577,4
"Fisherman's Friend",577,0
"Kinder surprise",577,3
"Chupa chups",577,5
"Milka Lila Stars Raisins",577,5
"Ptasie mleczko",577,1
"Mamba",577,2
"Snickers",577,3
"Kinder bueno white",577,5
"Haribo",577,1
"Mentos Mint",577,3
"Kinder bueno",577,5
"Kaszka manna",577,2
"Jelly (kisiel)",577,1
"Lentilky",577,2
"Milka White",577,4
"Twix",577,4
"Ferrero rocher",577,5
"Bounty",577,1
"Merci",577,4
"Raffaello",577,5
"Toblerone white",577,5
"Cornetto",577,5
"Milka Hazelnuts",577,5
"Prince Polo",577,4
"Nimm2",577,4
"Knoppers",577,5
"Halls",577,5
"Skittles",577,3
"Werther's Original",577,5
"Mon cheri",577,1
"Milky Way",577,5
"Donuts ",577,3
"Leibniz Biscuits",577,4
"Manhattan Ice Cream",577,5
"Lion",577,5
"After Eight ",577,1
"Kopiko",577,1
"Nutella",577,4
"Magnum Almond",577,5
"KitKat",577,5
"Nonnette (pierniczki)",577,4
"M&m's",577,4
"Creme puffs (ptysie)",577,3
"Mars",577,4
"Cornetto",1050,2
"Chupa chups",1050,2
"M&m's",1050,3
"Toblerone white",1050,2
"Jelly (kisiel)",1050,1
"Kopiko",1050,1
"Ptasie mleczko",1050,1
"Prince Polo",1050,1
"Merci",1050,3
"Nimm2",1050,1
"Maltesers",1050,2
"Werther's Original",1050,2
"Creme puffs (ptysie)",1050,1
"Wisełka",1050,1
"Ferrero rocher",1050,3
"Donuts ",1050,1
"Milka Lila Stars Raisins",1050,1
"Leibniz Biscuits",1050,1
"Milka Hazelnuts",1050,2
"Mars",1050,2
"Bounty",1050,2
"Mentos Mint",1050,1
"Kaszka manna",1050,2
"Halls",1050,1
"Lentilky",1050,2
"Haribo",1050,2
"Twix",1050,3
"Toffifee",1050,2
"Kinder bueno",1050,4
"Milky Way",1050,2
"Nonnette (pierniczki)",1050,1
"Manhattan Ice Cream",1050,3
"Fisherman's Friend",1050,1
"KitKat",1050,4
"Snickers",1050,3
"Milka White",1050,1
"Knoppers",1050,2
"Kinder bueno white",1050,4
"Skittles",1050,1
"Magnum Almond",1050,4
"Raffaello",1050,4
"Nutella",1050,3
"Lion",1050,2
"After Eight ",1050,1
"Mamba",1050,1
"Kinder surprise",1050,4
"Mon cheri",1050,1
"Halls",1061,2
"Magnum Almond",1061,5
"Toblerone white",1061,5
"Lentilky",1061,2
"Ferrero rocher",1061,1
"Twix",1061,1
"Toffifee",1061,3
"Manhattan Ice Cream",1061,4
"Milka Lila Stars Raisins",1061,4
"Chupa chups",1061,5
"Raffaello",1061,5
"M&m's",1061,5
"Nimm2",1061,3
"Fisherman's Friend",1061,0
"Mars",1061,2
"Jelly (kisiel)",1061,1
"Bounty",1061,4
"Kinder bueno white",1061,5
"Kopiko",1061,5
"Lion",1061,1
"Milky Way",1061,1
"Milka Hazelnuts",1061,4
"Skittles",1061,1
"KitKat",1061,4
"Snickers",1061,2
"Creme puffs (ptysie)",1061,1
"Donuts ",1061,2
"Nutella",1061,2
"After Eight ",1061,1
"Haribo",1061,2
"Kaszka manna",1061,4
"Mentos Mint",1061,2
"Merci",1061,4
"Milka White",1061,5
"Cornetto",1061,2
"Mamba",1061,2
"Maltesers",1061,4
"Kinder surprise",1061,4
"Wisełka",1061,0
"Kinder bueno",1061,5
"Ptasie mleczko",1061,4
"Prince Polo",1061,2
"Werther's Original",1061,3
"Mon cheri",1061,0
"Leibniz Biscuits",1061,0
"Knoppers",1061,2
"Nonnette (pierniczki)",1061,3
"Chupa chups",504,2
"M&m's",504,4
"Prince Polo",504,2
"Milka Lila Stars Raisins",504,1
"Kinder surprise",504,4
"Jelly (kisiel)",504,5
"Manhattan Ice Cream",504,5
"Twix",504,3
"Milka White",504,5
"Mon cheri",504,1
"KitKat",504,3
"Kinder bueno white",1111,5
"Raffaello",504,2
"Maltesers",504,5
"Nutella",1111,5
"Skittles",504,4
"KitKat",1111,4
"Nutella",504,5
"Bounty",1111,3
"Mon cheri",1111,2
"Wisełka",504,0
"Nonnette (pierniczki)",504,4
"Jelly (kisiel)",1111,0
"Fisherman's Friend",504,1
"Ferrero rocher",1111,5
"Snickers",504,3
"Snickers",1111,4
"Mentos Mint",1111,4
"Cornetto",504,4
"Kinder bueno",1111,5
"Ferrero rocher",504,2
"M&m's",1111,5
"Mamba",504,2
"Prince Polo",1111,5
"Milky Way",504,3
"Haribo",1111,4
"Mars",504,4
"Donuts ",1111,4
"Nonnette (pierniczki)",1111,0
"Chupa chups",489,4
"Bounty",504,3
"Manhattan Ice Cream",1111,4
"Raffaello",489,5
"After Eight ",1111,0
"Nimm2",489,3
"Kinder bueno",504,3
"Kinder surprise",1111,5
"Milky Way",1111,5
"Magnum Almond",1111,5
"Merci",504,1
"Werther's Original",1111,3
"Toblerone white",1111,0
"After Eight ",489,1
"Lion",504,2
"Nimm2",1111,4
"Knoppers",504,3
"Knoppers",489,5
"Mars",1111,5
"Jelly (kisiel)",489,4
"Knoppers",1111,5
"Chupa chups",1111,4
"Fisherman's Friend",489,3
"Cornetto",489,4
"Kaszka manna",1111,0
"Kinder bueno white",504,5
"Bounty",489,4
"Mamba",1111,4
"Werther's Original",489,5
"Wisełka",1111,0
"Toblerone white",489,4
"Toblerone white",504,5
"Cornetto",1111,5
"Werther's Original",504,2
"Creme puffs (ptysie)",1111,4
"Leibniz Biscuits",489,4
"Raffaello",1111,5
"Lion",489,3
"Kinder surprise",489,5
"Milka Lila Stars Raisins",1111,4
"Mon cheri",489,1
"Werther's Original",841,3
"Fisherman's Friend",1111,0
"Creme puffs (ptysie)",489,4
"Twix",1111,5
"Mamba",489,5
"Halls",841,3
"KitKat",489,4
"Lion",1111,4
"KitKat",841,4
"Toffifee",489,3
"Merci",1111,5
"Manhattan Ice Cream",841,4
"Milka Hazelnuts",1111,5
"Merci",489,4
"Donuts ",841,4
"Milka White",1111,5
"Kaszka manna",489,5
"Mamba",841,4
"Ptasie mleczko",489,2
"Kopiko",1111,2
"Knoppers",841,4
"Leibniz Biscuits",841,4
"Halls",489,1
"Merci",841,5
"Halls",1111,3
"Lentilky",489,2
"Milka White",841,4
"Toffifee",1111,3
"Ferrero rocher",489,5
"Mars",841,3
"Skittles",1111,3
"Cornetto",841,3
"Kopiko",489,1
"Toblerone white",841,5
"Milka White",489,5
"Leibniz Biscuits",1111,4
"Magnum Almond",489,4
"Jelly (kisiel)",841,3
"Nutella",841,5
"Maltesers",1111,0
"Lion",841,4
"Wisełka",489,3
"Magnum Almond",841,4
"Kinder bueno",489,5
"Nonnette (pierniczki)",841,4
"Haribo",489,5
"Nimm2",841,4
"Lentilky",1111,3
"Milka Lila Stars Raisins",841,4
"Skittles",489,3
"M&m's",841,4
"Ptasie mleczko",1111,5
"Toffifee",841,5
"Kinder bueno white",489,5
"Mon cheri",841,4
"Milky Way",841,4
"Snickers",489,4
"Lentilky",841,3
"Mentos Mint",841,3
"Mars",489,4
"Twix",841,4
"Nutella",489,5
"Milka Hazelnuts",841,4
"Mentos Mint",489,5
"Bounty",841,4
"Creme puffs (ptysie)",841,4
"Milka Lila Stars Raisins",489,5
"Kopiko",841,4
"Raffaello",841,5
"Nonnette (pierniczki)",489,2
"Kinder bueno",841,5
"Kinder bueno white",841,5
"Milky Way",489,3
"Maltesers",841,5
"Prince Polo",489,3
"Prince Polo",841,4
"Twix",489,4
"Chupa chups",841,3
"Skittles",841,4
"Donuts ",489,4
"Ferrero rocher",841,5
"Manhattan Ice Cream",489,4
"Maltesers",489,5
"Wisełka",841,4
"M&m's",489,5
"Fisherman's Friend",841,4
"Milka Hazelnuts",489,5
"Kaszka manna",841,4
"Wisełka",689,0
"After Eight ",841,4
"Kinder surprise",841,5
"Haribo",841,5
"Mon cheri",689,0
"Snickers",841,3
"Ptasie mleczko",841,3
"Snickers",689,4
"Nimm2",689,3
"Kinder bueno white",689,3
"Toffifee",689,4
"Lentilky",689,3
"Ptasie mleczko",689,5
"Donuts ",689,5
"Kopiko",689,1
"Milky Way",689,4
"Maltesers",689,3
"Kinder bueno",689,4
"Halls",689,3
"M&m's",689,4
"Haribo",1454,4
"Twix",689,4
"Prince Polo",689,5
"Kinder surprise",1454,5
"Haribo",689,5
"Lentilky",1454,4
"KitKat",689,4
"Lion",1454,3
"Kaszka manna",689,0
"Bounty",1454,2
"After Eight ",1454,1
"Magnum Almond",1454,2
"Werther's Original",689,5
"Wisełka",1454,1
"Snickers",1454,3
"After Eight ",689,5
"Jelly (kisiel)",1454,1
"Nutella",1454,4
"Leibniz Biscuits",689,4
"Maltesers",1454,5
"Fisherman's Friend",1454,1
"Cornetto",1454,1
"Skittles",1454,4
"Mon cheri",1454,1
"KitKat",1454,3
"Kinder bueno white",1454,4
"Manhattan Ice Cream",1454,5
"Mentos Mint",1454,2
"Kopiko",1454,1
"Donuts ",1454,1
"Mars",1454,1
"Leibniz Biscuits",1454,2
"Kinder bueno",1454,3
"Milka Hazelnuts",1454,3
"Milka Lila Stars Raisins",1454,5
"Nonnette (pierniczki)",1454,4
"M&m's",1454,5
"Milky Way",1454,4
"Toffifee",1454,1
"Werther's Original",1454,5
"Ferrero rocher",1454,4
"Twix",1454,2
"Milka White",1454,4
"Knoppers",689,3
"Halls",1454,1
"Ptasie mleczko",1454,1
"Nutella",689,5
"Nimm2",1454,5
"Creme puffs (ptysie)",689,5
"Knoppers",1454,3
"Toblerone white",1454,5
"Kaszka manna",1454,1
"Milka White",689,3
"Merci",1454,3
"Mamba",1454,2
"Raffaello",1454,2
"Lion",689,3
"Creme puffs (ptysie)",1454,1
"Chupa chups",1454,3
"Prince Polo",1454,1
"Leibniz Biscuits",504,1
"Nimm2",504,1
"Kinder surprise",689,4
"Creme puffs (ptysie)",504,4
"Bounty",689,4
"Merci",689,5
"Fisherman's Friend",689,2
"Chupa chups",689,2
"Ptasie mleczko",504,2
"Mars",689,2
"Milka Hazelnuts",504,2
"Lentilky",504,4
"Raffaello",689,4
"Haribo",504,3
"Magnum Almond",689,5
"Halls",504,1
"Mentos Mint",689,3
"Nonnette (pierniczki)",689,4
"Mamba",689,2
"Manhattan Ice Cream",689,4
"Ferrero rocher",689,5
"Milka Lila Stars Raisins",689,5
"Milka Hazelnuts",689,5
"Toblerone white",689,3
"Milka Lila Stars Raisins",1282,4
"Jelly (kisiel)",689,2
"Skittles",689,2
"Kaszka manna",1282,2
"Cornetto",689,4
"Ferrero rocher",1282,5
"Chupa chups",1282,2
"Lion",1282,3
"Ptasie mleczko",1282,4
"Werther's Original",1282,3
"Jelly (kisiel)",1282,2
"Milky Way",1282,2
"Maltesers",1282,0
"Manhattan Ice Cream",1282,0
"Fisherman's Friend",1282,0
"Lentilky",1282,2
"Donuts ",1282,3
"Mars",1282,3
"Toblerone white",403,5
"Kinder surprise",1282,3
"Mon cheri",403,2
"Milka White",1282,3
"Creme puffs (ptysie)",1282,1
"Kopiko",403,3
"Manhattan Ice Cream",403,0
"Maltesers",403,0
"Skittles",1282,2
"Nutella",403,3
"Twix",1282,2
"Toffifee",1282,3
"Milka Hazelnuts",1282,3
"Mon cheri",1282,3
"Prince Polo",1282,3
"KitKat",1282,3
"Nimm2",1282,2
"Cornetto",1282,2
"Knoppers",1282,3
"Mentos Mint",1282,1
"Raffaello",1282,4
"Nonnette (pierniczki)",1282,3
"Snickers",1282,3
"Merci",1282,5
"Nutella",1282,4
"Kinder bueno white",1282,4
"Kinder bueno",1282,5
"After Eight ",1282,1
"Mamba",1282,1
"Magnum Almond",1282,5
"Leibniz Biscuits",1282,2
"Toblerone white",1282,5
"Kopiko",1282,2
"Bounty",1282,4
"Halls",1282,2
"Wisełka",1282,0
"M&m's",1282,3
"Haribo",1282,1
"Knoppers",278,4
"Chupa chups",278,3
"Kinder surprise",278,4
"Ferrero rocher",278,5
"Fisherman's Friend",278,0
"Skittles",278,5
"Nutella",278,5
"Milky Way",278,3
"Wisełka",278,0
"Mars",278,4
"Donuts ",278,4
"Creme puffs (ptysie)",278,4
"Cornetto",278,4
"Milka White",278,5
"Leibniz Biscuits",278,3
"Nimm2",278,3
"Kopiko",278,1
"Prince Polo",278,3
"KitKat",278,3
"Kaszka manna",278,2
"Twix",278,4
"Haribo",278,5
"Mentos Mint",403,1
"Magnum Almond",278,5
"Cornetto",403,0
"Ptasie mleczko",278,5
"Kinder bueno",403,4
"Toffifee",278,5
"Mentos Mint",278,3
"M&m's",278,5
"Merci",278,4
"Donuts ",403,3
"Kinder bueno",278,4
"Manhattan Ice Cream",278,0
"Halls",278,2
"Snickers",403,3
"Jelly (kisiel)",278,3
"Ptasie mleczko",403,5
"Lentilky",278,4
"Werther's Original",278,4
"Wisełka",403,0
"Leibniz Biscuits",403,4
"Mon cheri",278,2
"Snickers",278,4
"KitKat",403,3
"Milka Lila Stars Raisins",278,5
"Magnum Almond",403,5
"After Eight ",278,3
"Raffaello",278,5
"Kinder surprise",403,5
"Lion",278,5
"Werther's Original",403,4
"Toblerone white",278,4
"Mars",403,4
"M&m's",403,3
"Maltesers",278,4
"Bounty",278,5
"Nimm2",403,2
"Nonnette (pierniczki)",278,4
"Jelly (kisiel)",403,3
"Skittles",403,2
"Chupa chups",403,2
"Milka Hazelnuts",278,4
"Mamba",403,2
"Milka Lila Stars Raisins",403,3
"Toffifee",403,4
"Lentilky",403,3
"Nonnette (pierniczki)",403,0
"Ferrero rocher",403,4
"Merci",403,3
"Fisherman's Friend",403,3
"Lion",403,4
"Milka White",403,3
"Raffaello",403,4
"Halls",403,3
"Haribo",403,4
"Kinder bueno white",278,5
"After Eight ",403,5
"Mamba",278,5
"Milka Hazelnuts",403,5
"Kinder bueno white",403,3
"Kaszka manna",403,0
"Bounty",403,5
"Twix",403,5
"Prince Polo",403,4
"Knoppers",403,4
"Creme puffs (ptysie)",403,5
"Milky Way",403,4
"After Eight ",504,1
"Kaszka manna",504,3
"Magnum Almond",504,3
"Kopiko",504,4
"Donuts ",504,3
"Toffifee",504,1
"Mentos Mint",504,1
"Mars",855,3
"M&m's",855,3
"Kopiko",855,3
"Werther's Original",855,3
"Snickers",855,5
"Jelly (kisiel)",855,4
"Bounty",855,4
"After Eight ",855,0
"Milka White",855,5
"Creme puffs (ptysie)",855,4
"Skittles",855,0
"Nutella",855,4
"Twix",855,4
"Manhattan Ice Cream",855,0
"Halls",855,5
"Wisełka",855,0
"Maltesers",855,0
"Donuts ",855,5
"Toffifee",855,5
"Kinder bueno white",855,5
"Kinder bueno",855,5
"Nonnette (pierniczki)",855,5
"Ptasie mleczko",855,5
"Chupa chups",855,4
"Prince Polo",855,4
"Mamba",855,4
"Milka Lila Stars Raisins",855,5
"Milka Hazelnuts",855,5
"Mentos Mint",855,5
"Magnum Almond",855,5
"Milky Way",855,5
"Merci",855,5
"Knoppers",855,4
"Kinder surprise",855,4
"Mon cheri",855,5
"Haribo",855,4
"Lion",855,5
"Cornetto",855,4
"KitKat",855,5
"Toblerone white",855,5
"Nimm2",855,4
"Ferrero rocher",855,5
"Kaszka manna",855,3
"Raffaello",855,4
"Lentilky",855,0
"Fisherman's Friend",855,0
"Leibniz Biscuits",855,3
"Milka Lila Stars Raisins",889,1
"Toffifee",889,5
"Kaszka manna",889,0
"Jelly (kisiel)",889,0
"Kinder bueno",889,2
"Milka Hazelnuts",889,4
"Werther's Original",889,3
"Ferrero rocher",889,5
"M&m's",889,3
"Milky Way",889,4
"Creme puffs (ptysie)",889,4
"Mon cheri",889,1
"Nutella",889,4
"Maltesers",889,3
"Twix",889,3
"Kinder surprise",889,3
"Magnum Almond",889,0
"Manhattan Ice Cream",889,0
"KitKat",889,2
"Lion",889,4
"Bounty",889,1
"Mars",889,5
"Wisełka",889,0
"Kopiko",889,0
"Lentilky",889,3
"Prince Polo",889,0
"Raffaello",889,1
"Nimm2",889,3
"Kinder bueno white",889,2
"After Eight ",889,3
"Fisherman's Friend",889,4
"Halls",889,0
"Milka White",889,1
"Leibniz Biscuits",889,4
"Ptasie mleczko",889,0
"Ptasie mleczko",1237,5
"Nonnette (pierniczki)",889,0
"Nonnette (pierniczki)",1237,4
"Nutella",1237,5
"Maltesers",1237,0
"Toblerone white",889,2
"Skittles",889,5
"Chupa chups",1237,3
"Donuts ",889,3
"Fisherman's Friend",1237,0
"Merci",1237,5
"Chupa chups",889,3
"Haribo",1237,5
"Merci",889,5
"Nimm2",1237,2
"Knoppers",889,2
"Milky Way",1237,3
"Cornetto",889,4
"Mars",1237,1
"Snickers",889,5
"Snickers",1237,3
"Haribo",889,5
"Manhattan Ice Cream",1237,4
"Mentos Mint",889,4
"Skittles",1237,5
"Mamba",889,5
"Wisełka",1237,4
"Werther's Original",1237,5
"Mentos Mint",1237,3
"Prince Polo",1237,4
"Knoppers",1237,5
"Cornetto",1237,3
"Magnum Almond",1237,5
"M&m's",1237,5
"Kaszka manna",1237,1
"Donuts ",1237,1
"Kopiko",1237,2
"Kinder surprise",1237,5
"Toblerone white",1237,5
"Toffifee",1237,5
"Ferrero rocher",1237,5
"Jelly (kisiel)",1237,3
"After Eight ",1237,5
"Milka White",1237,5
"Raffaello",1237,5
"Milka Hazelnuts",1237,5
"Lentilky",1237,5
"Leibniz Biscuits",1237,2
"Bounty",1237,5
"KitKat",1237,3
"Mamba",1237,4
"Twix",1237,4
"Halls",1237,1
"Mon cheri",1237,2
"Milka Lila Stars Raisins",1237,3
"Kinder bueno",1237,3
"Creme puffs (ptysie)",1237,1
"Lion",1237,1
"Kinder bueno white",1237,3
"Mars",1283,3
"Kinder bueno",1283,3
"Knoppers",1283,5
"Fisherman's Friend",1283,0
"Toffifee",1283,4
"Nimm2",1283,3
"Nonnette (pierniczki)",397,3
"Milky Way",1283,3
"Manhattan Ice Cream",397,4
"Prince Polo",1283,5
"Milky Way",397,5
"Lion",1283,4
"Kopiko",397,1
"Halls",1283,4
"Donuts ",397,2
"Milka Hazelnuts",397,4
"Lion",397,3
"Wisełka",397,0
"Snickers",1283,5
"Kaszka manna",397,5
"Mon cheri",397,3
"Donuts ",1283,4
"Snickers",397,4
"Manhattan Ice Cream",1283,0
"Mamba",397,4
"Ptasie mleczko",1283,5
"Milka White",397,0
"Nimm2",397,4
"M&m's",1283,5
"Mars",397,5
"Werther's Original",1283,5
"Skittles",397,4
"Kinder bueno white",397,5
"Fisherman's Friend",397,0
"After Eight ",1283,0
"Nutella",397,4
"Lentilky",397,3
"Nutella",1283,4
"Cornetto",397,5
"Kopiko",1283,5
"Ferrero rocher",397,4
"Creme puffs (ptysie)",397,3
"Jelly (kisiel)",1283,4
"Toffifee",397,5
"Chupa chups",1283,5
"KitKat",397,4
"After Eight ",397,1
"Mentos Mint",1283,4
"Prince Polo",397,5
"Milka Lila Stars Raisins",397,5
"Twix",397,5
"Kinder surprise",1283,5
"Jelly (kisiel)",397,1
"Haribo",397,4
"Lentilky",149,2
"Knoppers",397,4
"Toblerone white",149,5
"Nutella",149,5
"Halls",397,2
"Kaszka manna",1283,2
"Ptasie mleczko",397,5
"Mon cheri",149,2
"Kinder bueno",397,5
"Werther's Original",149,5
"Milka White",1283,4
"Mentos Mint",397,3
"Ptasie mleczko",149,2
"Toblerone white",397,4
"Mamba",1283,4
"Chupa chups",149,5
"Werther's Original",397,2
"Nonnette (pierniczki)",149,0
"Raffaello",397,2
"Milky Way",149,3
"Leibniz Biscuits",397,2
"Mamba",149,4
"Magnum Almond",397,5
"Mentos Mint",149,4
"Ferrero rocher",1283,5
"Bounty",397,5
"Manhattan Ice Cream",149,2
"Maltesers",397,4
"Knoppers",149,2
"Chupa chups",397,4
"Cornetto",1283,5
"Cornetto",149,2
"Merci",397,2
"Haribo",149,2
"Kinder surprise",397,3
"Maltesers",149,2
"M&m's",397,5
"Creme puffs (ptysie)",1283,3
"Wisełka",149,0
"Snickers",149,3
"Mars",149,2
"Haribo",1283,3
"Ferrero rocher",149,4
"Milka Lila Stars Raisins",149,4
"Skittles",149,4
"Skittles",1283,3
"Kaszka manna",149,1
"Twix",149,3
"Milka Lila Stars Raisins",1283,4
"Creme puffs (ptysie)",149,2
"Jelly (kisiel)",149,2
"Magnum Almond",149,3
"Twix",1283,4
"Toffifee",149,4
"M&m's",149,4
"Magnum Almond",1283,5
"Donuts ",149,3
"Kinder surprise",149,3
"Milka White",149,3
"After Eight ",149,0
"Maltesers",45,0
"Raffaello",149,5
"Milka Hazelnuts",149,5
"Wisełka",1283,0
"Ferrero rocher",45,5
"KitKat",149,3
"Snickers",45,5
"Mon cheri",1283,0
"Halls",149,2
"Lion",149,3
"Mamba",45,2
"Prince Polo",149,2
"Leibniz Biscuits",1283,4
"Fisherman's Friend",149,0
"Knoppers",45,5
"Lentilky",1283,0
"Nimm2",149,2
"Mon cheri",45,5
"Merci",1283,4
"Milka Hazelnuts",1283,4
"Kinder bueno",149,4
"Toblerone white",1283,5
"Leibniz Biscuits",149,3
"Nonnette (pierniczki)",1283,5
"Kinder bueno white",45,1
"Kinder bueno white",149,4
"Raffaello",1283,5
"Kopiko",149,2
"Maltesers",1283,0
"Bounty",149,4
"Nonnette (pierniczki)",45,4
"Merci",149,4
"Merci",45,5
"Lentilky",45,2
"Kinder bueno white",1283,3
"Nimm2",45,1
"Cornetto",45,0
"KitKat",1283,4
"Ptasie mleczko",45,4
"Prince Polo",45,4
"Bounty",1283,4
"Toffifee",45,5
"Mentos Mint",45,3
"Bounty",45,3
"Halls",45,3
"Kopiko",45,4
"KitKat",45,4
"Milka Hazelnuts",45,4
"After Eight ",45,0
"M&m's",45,3
"Milka Lila Stars Raisins",45,4
"Lion",45,4
"Toblerone white",45,0
"Wisełka",45,0
"Leibniz Biscuits",45,4
"Donuts ",45,4
"Jelly (kisiel)",45,2
"Kinder bueno",45,5
"Magnum Almond",45,0
"Twix",45,4
"Kaszka manna",45,4
"Skittles",45,3
"Milka White",45,4
"Raffaello",45,4
"Kinder surprise",45,4
"Chupa chups",45,4
"Haribo",45,1
"Manhattan Ice Cream",45,0
"Nutella",45,5
"Fisherman's Friend",45,0
"Creme puffs (ptysie)",45,4
